#Position (bp)	mapping quality
1.8964772715E9	22.404193556205286
1.9011699935E9	27.5965559001064
1.9094180195E9	16.259204420780282
1.9176660455E9	18.382088765201637
1.9259140715E9	15.731333912238634
1.9341620975E9	17.78486920086346
1.9424101235E9	16.119189751760164
1.9506581495E9	8.934135552663907
1.9589061755E9	255.0
1.9671542015E9	104.14474335945532
1.9754022275E9	11.846979616341233
1.9836502535E9	9.592634160307087
1.9918982795E9	26.591751648979734
2.0001463055E9	12.233751674009753
2.0083943315E9	19.80129516602789
2.0166423575E9	20.057325193144344
2.0248903835E9	14.007293481527
2.0331384095E9	17.93359128730477
2.0413864355E9	12.459698824065706
2.0496344615E9	29.61988473393042
2.0578824875E9	20.301750624921297
2.0661305135E9	51.71087595373098
2.0743785395E9	50.95641212140378
2.082312835E9	22.286108255597945
2.086227972E9	1.0
2.0865417025E9	10.275002195739035
2.0908745915E9	19.021067375558406
2.0991226175E9	17.193368131794553
2.1073706435E9	12.71204706318368
2.1156186695E9	13.020778941044005
2.1238666955E9	22.28641644294867
2.1321147215E9	24.711270126696565
2.1403627475E9	18.274127321163192
2.1486107735E9	10.353424745036115
2.1568587995E9	19.403982284519213
2.1651068255E9	11.528842827708488
2.1733548515E9	14.035693779711467
2.1816028775E9	17.37079319276579
2.1898509035E9	13.025669737998498
2.1980989295E9	11.657428206075128
2.2063469555E9	6.39557835683877
2.2145949815E9	16.06253326737833
2.2228430075E9	14.680450801213095
2.2310910335E9	29.630708012740882
2.2393390595E9	21.41266783684781
2.2475870855E9	14.93328886140281
2.2558351115E9	25.06036896304797
2.263915105E9	26.641474882287785
2.26791743E9	255.0
2.2680854625E9	170.0
2.2723311635E9	15.118433348228498
2.2805791895E9	14.858918188589671
2.2888272155E9	17.588893755634423
2.2970752415E9	34.53933851239602
2.3053232675E9	22.089094352167574
2.3135712935E9	34.73319051503569
2.3218193195E9	15.250810419863036
2.3300673455E9	71.46765395500006
2.3383153715E9	117.00210478209478
2.3465633975E9	23.431687228163558
2.3548114235E9	23.452936931325585
2.3630594495E9	22.092535336032142
2.3713074755E9	33.92294693120346
2.3795555015E9	16.454789901314825
2.3878035275E9	22.379169739997792
2.3960515535E9	19.52623847678735
2.4042995795E9	35.46523053171794
2.4125476055E9	10.16489055921532
2.4207956315E9	10.799664968438538
2.4290436575E9	25.24488807447712
2.435968712E9	10.316141299153442
2.440092725E9	15.315270044740096
2.4455397095E9	90.78029009857897
2.4537877355E9	14.19702636421412
2.4620357615E9	18.135338443298874
2.4702837875E9	9.111649525308318
2.4785318135E9	7.246181943982101
2.4867798395E9	26.34574339618316
2.4950278655E9	21.507157892701834
2.5032758915E9	23.779519608337637
2.5115239175E9	18.687555271242797
2.5197719435E9	28.06793347563901
2.5280199695E9	22.130303608454188
2.5362679955E9	29.506050356813944
2.5445160215E9	19.778222171799506
2.5527640475E9	10.694487940725868
2.5610120735E9	17.856434345429058
2.5692600995E9	7.337698913466838
2.5775081255E9	13.642109284626038
2.5857561515E9	42.5389511688235
2.5939979455E9	16.659012884401193
2.5981219585E9	0.0
2.6022522035E9	17.859931300108542
2.6105002295E9	2.675476242742706
2.6187482555E9	30.270651146754503
2.6269962815E9	17.432832792221735
2.6352443075E9	27.254063096798408
2.6434923335E9	33.849741792886604
2.6517403595E9	22.304062492136648
2.6599883855E9	13.633380535649916
2.6682364115E9	22.545303112966543
2.6764844375E9	9.406537805689439
2.6847324635E9	18.45888631587904
2.6929804895E9	10.841543411581139
2.7012285155E9	29.438538023428453
2.7094765415E9	8.535451509318364
2.7177245675E9	7.428416314500814
2.7259725935E9	7.2106420885835
2.7342206195E9	10.547173463872847
2.7407994975E9	35.64310708065727
2.7449235105E9	13.633847271683871
2.7507166715E9	13.669134701471462
2.7589646975E9	43.53080205523062
2.7672127235E9	13.137976677626307
2.7754607495E9	26.612395290384498
2.7837087755E9	17.377280414313418
2.7919568015E9	0.0
2.8002048275E9	14.51366303141352
2.8084528535E9	12.848936890401447
2.8167008795E9	16.315005389130448
2.8249489055E9	19.749614595098436
2.8331969315E9	18.819344413254612
2.8414449575E9	12.75329906873131
2.8496929835E9	16.088682635800104
2.8579410095E9	30.077641296625522
2.8661890355E9	14.26992791943367
2.8744370615E9	37.68810098146804
2.880105077E9	53.80519230660285
2.8816691105E9	0.0
2.8817081685E9	50.0377358490566
2.881815618E9	22.068842729970328
2.8819235655E9	0.0
2.8821203125E9	0.3926640709739033
2.88242567E9	0.0
2.8826085695E9	0.0
2.882755976E9	2.13255033557047
2.882939838E9	0.5066810276721477
2.8830861915E9	1.421950777003217
2.8833246155E9	0.05999613149355823
2.8835330345E9	0.0
2.8840139925E9	0.04218960269249569
2.884682622E9	65.496
2.8849783395E9	0.0
2.8851293765E9	0.0
2.88523294E9	0.0
2.885380196E9	0.0
2.8855523165E9	0.05516562253930883
2.8856843195E9	0.0
2.885822535E9	0.0
2.885958065E9	0.0
2.886082272E9	0.0
2.886192519E9	0.0
2.886295634E9	0.34096937545213407
2.88640561E9	4.3451680473631
2.8865546035E9	0.0
2.8867224755E9	65.83684210526316
2.8868061825E9	0.0
2.886892758E9	0.0
2.887031009E9	0.0
2.8871976565E9	0.0
2.887400046E9	0.0
2.887577206E9	0.0
2.8877881565E9	0.0
2.8879687995E9	255.0
2.8881279725E9	0.0
2.888311843E9	0.6716417910447762
2.8884852595E9	17.787583699330405
2.8886875845E9	0.0
2.888985801E9	0.0
2.889229866E9	0.0
2.8895790755E9	0.2778727320536419
2.889951796E9	0.0
2.8901135465E9	0.9565443033595129
2.8902557705E9	0.0
2.8904186985E9	0.0
2.8906437185E9	0.0
2.8908288345E9	0.0
2.890981424E9	6.806549711841676
2.8911688005E9	6.13094161390815
2.8913080195E9	0.0
2.8914628095E9	0.0
2.8916585145E9	0.0
2.8925472575E9	1.922368078341217
2.893404342E9	0.0
2.8935413165E9	0.0
2.8937144E9	0.0
2.8938670755E9	20.63883286271346
2.894495074E9	0.0258805303686153
2.896831261E9	0.22762681057416517
2.8986932995E9	0.0
2.8988572775E9	0.0
2.8989957195E9	0.0
2.8994933275E9	0.0960285447026805
2.89996607E9	1.8411140052093768
2.900096484E9	0.0
2.9002881635E9	0.2722147064867457
2.9005228225E9	0.6603890261017037
2.9007376895E9	72.22807744072885
2.9009214585E9	5.003404110712696
2.9011053345E9	202.77635899306821
2.901244009E9	0.1622288935727467
2.9018593855E9	4.451676608067838
2.902550898E9	0.0
2.9027498425E9	0.0
2.9029180535E9	0.0
2.9030958505E9	3.0
2.903236903E9	0.0
2.903378271E9	3.0
2.9035976075E9	0.0
2.9042365785E9	2.67438343261207
2.9048794465E9	0.0
2.9053418075E9	0.021649896628943035
2.9057249595E9	0.0
2.905983073E9	3.0
2.906237048E9	1.6505658308473756
2.9063221355E9	0.0
2.906419947E9	0.4022665920239396
2.906652359E9	1.2938448555623143
2.9068714015E9	0.0
2.9070190175E9	2.9957686882933707
2.907136287E9	0.0
2.9072577055E9	0.0
2.9073733645E9	0.0
2.9076229215E9	0.0
2.9079320895E9	0.06787113278439523
2.9081124645E9	0.0
2.9083581135E9	0.0734744152399067
2.908607172E9	1.2248502994011976
2.908806396E9	22.4240068378387
2.9090000085E9	1.0
2.909237002E9	6.948381764314757
2.909487479E9	0.0
2.909666712E9	0.0
2.9098444145E9	0.0
2.910040618E9	0.0
2.910170176E9	0.0
2.910297114E9	0.0
2.910473855E9	0.28006951554669396
2.910761647E9	38.12006573431264
2.9109858275E9	0.0
2.9110662745E9	0.0
2.911245746E9	0.5258611141876177
2.9114494045E9	2.185018985157059
2.911543586E9	0.0
2.9116129135E9	0.0
2.9117490855E9	0.0
2.9118852715E9	4.568344740998745
2.91203718E9	0.0
2.91216737E9	0.0
2.9122334675E9	0.0
2.9123573765E9	0.0
2.9125433715E9	0.0
2.9126854405E9	0.0
2.9128219235E9	0.0
2.913059947E9	3.0
2.913232047E9	1.0
2.9134117735E9	1.1306361951822113
2.914328412E9	0.7284815140999691
2.915174319E9	0.0
2.915940367E9	0.8721314438211469
2.916855563E9	1.0
2.9172265895E9	2.4997043169722057
2.9175218075E9	0.40676834591485644
2.917833762E9	0.0
2.918104484E9	5.031723313883617
2.918421329E9	0.32697628458498024
2.9188311555E9	0.7113915924902919
2.919113692E9	0.8018557771337111
2.9192127795E9	0.0
2.919361199E9	0.7214140988756222
2.919639416E9	0.13438181302165977
2.920969266E9	1.6215543986401904
2.9222335585E9	8.184117580668202
2.9223746255E9	77.64812992125984
2.922607307E9	3.5089531906512605
2.922990831E9	0.20351659866813823
2.9232848535E9	0.9968397264215989
2.9248217345E9	0.3933337187852868
2.926399337E9	0.4823782247562735
2.926573575E9	0.0
2.926675323E9	0.0
2.9273955645E9	4.310399453646286
2.9283065605E9	0.32795371374658566
2.928675888E9	0.0
2.928905799E9	0.0
2.929078094E9	85.66666666666667
2.929177585E9	22.289728958630526
2.929312155E9	9.575777748886692
2.929457484E9	0.0
2.929658268E9	0.2090729398934772
2.929885578E9	0.0
2.9300671115E9	3.0
2.9302185265E9	0.0
2.9303547775E9	0.0
2.930518526E9	0.0
2.930682299E9	2.7979406750767133
2.9307971655E9	0.45616721002228655
2.930854517E9	0.9297972980043743
2.93107383E9	0.04858022579541567
2.9313517695E9	1.0288528881591787
2.9315308925E9	3.0
2.9317028365E9	1.6731732477608157
2.9318023465E9	0.04332941597261254
2.9319408055E9	4.058630781290828
2.9325515445E9	2.367298002347378
2.9331095955E9	0.0
2.9332331755E9	46.11067580803134
2.933321893E9	0.0
2.93344294E9	0.48132846656772693
2.933566615E9	0.0
2.933681945E9	0.0
2.9338372665E9	0.0
2.934009815E9	0.0
2.93414774E9	1.6241774570154957
2.934243411E9	0.17345849672600472
2.9343431015E9	2.3636957425331038
2.9345144045E9	13.086539453326457
2.9347374925E9	148.20197044334975
2.934982691E9	1.245019289222225
2.9352665915E9	0.7825762805467348
2.93544909E9	1.426105669287087
2.9355482175E9	15.707665291742797
2.935678085E9	0.2750848795130206
2.935901925E9	2.452979352337552
2.9361164625E9	0.0
2.936242911E9	0.0
2.9363673145E9	0.0
2.936522572E9	0.0
2.936686298E9	0.0
2.936850338E9	0.0
2.937037971E9	0.0
2.9372448465E9	121.6339229311434
2.9374273685E9	0.0
2.9375904835E9	0.0
2.937768082E9	0.0
2.9379456715E9	0.0
2.9381121175E9	0.0
2.9383003025E9	89.36544417277914
2.9384879905E9	83.99648300117234
2.9386500475E9	13.136523266022827
2.938920769E9	0.1225691776432678
2.9396822515E9	0.5308099758643844
2.940319939E9	0.07417701192020258
2.94246535E9	4.715704193074473
2.9448629825E9	16.92458025766808
2.945276117E9	1.0582028960336929
2.945440031E9	0.0
2.945667854E9	0.0
2.945880553E9	0.0
2.946041221E9	0.0
2.946434708E9	162.83488856986602
2.9468190745E9	1.0
2.9494979735E9	0.5973045214856813
2.952147541E9	0.987783595113438
2.952294951E9	0.10290823736145621
2.9525364005E9	0.8736024869731225
2.9527433355E9	0.0
2.9527903395E9	0.0
2.9535019345E9	0.3742360393195148
2.954297591E9	0.0
2.9544634765E9	0.0
2.9549070915E9	4.000908965924992
2.955308858E9	0.0
2.955482869E9	7.677476644902059
2.9557224705E9	0.0
2.9559104E9	0.0
2.9560879905E9	0.0
2.9562757145E9	0.15283842794759825
2.956432736E9	0.0
2.956579642E9	0.0
2.956763995E9	0.0
2.9570041095E9	0.0
2.957239189E9	0.0
2.9574278325E9	0.0
2.9576057785E9	0.0
2.957966948E9	223.63901147396294
2.959643091E9	32.87129856813889
2.9619454965E9	0.15344135537004608
2.9629642995E9	0.0
2.9631882465E9	0.9303547963206308
2.9638297045E9	0.741424802110818
2.964449908E9	0.12213174587192911
2.964631061E9	0.0
2.964824549E9	0.0
2.9650100095E9	0.0
2.9652029495E9	0.0
2.965396084E9	0.0
2.965570043E9	0.0
2.9657404625E9	0.0
2.967555776E9	11.051245637051068
2.9698945975E9	0.9886677547560598
2.971045755E9	0.0
2.971690351E9	0.028554008738949293
2.974202933E9	5.337852555862892
2.977077113E9	0.0
2.977610308E9	0.0
2.9777653145E9	0.03361444352060815
2.9801505935E9	3.818542164534489
2.982955129E9	0.15465631929046564
2.983539274E9	0.0
2.984703745E9	0.25820115324543
2.9871683795E9	0.6216447061267861
2.9890448965E9	1.4205233730514921
2.9895768225E9	8.561463849161182
2.990013438E9	0.3196262104848886
2.9909450775E9	4.4505194876462415
2.991486762E9	250.05859560836373
2.9914961835E9	0.0
2.991498403E9	0.0
2.9915004565E9	0.0
2.9915021635E9	0.0
2.9915136375E9	0.0
2.9915265835E9	0.0
2.991529392E9	0.0
2.9915307145E9	0.0
2.9915325745E9	0.0
2.9915342115E9	0.0
2.99154091E9	0.0
2.9915659545E9	0.0
2.991585389E9	0.0
2.9915873015E9	0.0
2.991589869E9	0.0
2.991591628E9	0.0
2.991593215E9	0.0
2.991595448E9	0.0
2.9915976785E9	0.0
2.99159977E9	0.0
2.991601514E9	0.0
2.991602727E9	0.0
2.9916041595E9	0.0
2.991605782E9	0.0
2.991802493E9	222.19023343171452
2.99199914E9	0.0
2.9920006435E9	0.0
2.9920034905E9	0.0
2.992051942E9	0.0
2.992154686E9	0.0
2.992212966E9	0.0
2.992216201E9	0.0
2.9922185675E9	0.0
2.9922208195E9	0.0
2.992222888E9	0.0
2.9922245135E9	0.0
2.992236508E9	0.0
2.9923169155E9	0.0
2.9923888155E9	0.0
2.992395716E9	0.0
2.99240296E9	0.0
2.992408817E9	0.0
2.99241312E9	0.0
2.992415696E9	0.0
2.992418137E9	0.0
2.9924207125E9	0.0
2.992422293E9	0.0
2.992468444E9	0.0
2.9925146995E9	0.0
2.9925161E9	0.0
2.9925175995E9	0.0
2.992519784E9	0.0
2.992522045E9	0.0
2.9925263445E9	0.0
2.992545384E9	0.0
2.9925831375E9	0.0
2.992607717E9	0.0
2.992612316E9	0.0
2.9926178245E9	0.0
2.9926241555E9	0.0
2.992628755E9	0.0
2.9926331735E9	0.0
2.9926368975E9	0.0
2.9926382435E9	0.0
2.9926394475E9	0.0
2.992641481E9	0.0
2.9926433545E9	0.0
2.9926445925E9	0.0
2.9926460205E9	0.0
2.9926472475E9	0.0
2.992648321E9	0.0
2.992649783E9	0.0
2.992652112E9	0.0
2.9926553045E9	0.0
2.9926612295E9	0.0
2.9926659135E9	0.0
2.99266696E9	0.0
2.9926681315E9	0.0
2.992669974E9	0.0
2.992671936E9	0.0
2.992673276E9	0.0
2.9926747875E9	0.0
2.9926763355E9	0.0
2.9926774285E9	0.0
2.9926788075E9	0.0
2.9926804435E9	0.0
2.9926820605E9	0.0
2.9926835895E9	0.0
2.9926850725E9	0.0
2.992686387E9	0.0
2.9926878375E9	0.0
2.9926892975E9	0.0
2.9926919E9	0.0
2.9926945755E9	0.0
2.9926964715E9	0.0
2.9926986245E9	0.0
2.992700175E9	0.0
2.9927020895E9	0.0
2.992704681E9	0.0
2.9927100795E9	0.0
2.9927178965E9	0.0
2.9928131655E9	0.2827825159914712
2.9929942125E9	13.403577280066436
2.9931647125E9	0.19641055809770636
2.99333546E9	32.08681390771922
2.9935040225E9	5.117913530077943
2.9935902425E9	0.0
2.993679866E9	0.0
2.9938673145E9	0.0
2.994003041E9	0.0
2.994087277E9	113.40726736143134
2.994162061E9	39.67998493849887
2.9942162495E9	0.0
2.99434886E9	0.0
2.994494888E9	0.0
2.994620928E9	0.0
2.9947747325E9	255.0
2.9949245285E9	255.0
2.995013772E9	0.0
2.9950591165E9	0.0
2.995110684E9	0.0
2.995149141E9	255.0
2.9952072975E9	0.0
2.995282718E9	0.0
2.9953872025E9	0.0
2.995549431E9	167.6831955922865
2.9957311045E9	0.0
2.995899982E9	3.379247634981484
2.99913101E9	9.331416508128878
3.0064054775E9	63.43983531975847
3.0146535035E9	8.556517017391895
3.0229015295E9	60.400536084221194
3.0311495555E9	63.56904309650977
3.0393975815E9	40.66818771175249
3.0476456075E9	49.08701405172775
3.0558936335E9	11.330976014803367
3.0641416595E9	33.018562388505934
3.0723896855E9	20.34244516526746
3.0806377115E9	4.4615824978433345
3.0888857375E9	2.6270822187931144
3.0971337635E9	19.20641883196709
3.1053817895E9	37.74791813641574
3.1136298155E9	15.409854785181423
3.1218778415E9	44.54129631933711
3.1301258675E9	34.2569116340949
3.1383738935E9	10.030107689626389
3.1466219195E9	48.76862212764841
3.1513836915E9	15.669540511018289
3.1555077045E9	6.996008706962326
3.1631179715E9	23.071424008379957
3.1713659975E9	11.813459569241449
3.1796140235E9	222.7420353982301
3.1878620495E9	0.0
3.1961100755E9	0.0
3.2043581015E9	0.0
3.20886549E9	2.853388633207817
3.2092674855E9	0.0
3.209519677E9	1.437062937062937
3.209892578E9	1.0
3.2101846785E9	23.827344047231794
3.2105124185E9	9.412109727486014
3.2107704875E9	2.8231098084303596
3.2109366555E9	2.926031120946523
3.2111129705E9	145.59418070444104
3.211276395E9	3.0
3.211417082E9	0.0
3.2117631015E9	4.599491989725891
3.2120996225E9	2.9256827425915164
3.2123906835E9	0.0
3.212785749E9	1.0386813186813186
3.213056867E9	21.976227758007116
3.213403592E9	0.14578742009993578
3.2137350435E9	0.0
3.2140934165E9	2.9059517125210554
3.214431141E9	6.996190566891264
3.214684071E9	2.7893527508090616
3.214970895E9	3.0
3.2152807965E9	22.041800643086816
3.2157122075E9	2.2583146976257313
3.216124641E9	2.999784807402625
3.2165191445E9	3.630595820791853
3.2167284695E9	0.0
3.216816394E9	0.0
3.2169855065E9	0.0
3.217221355E9	0.0
3.2174198055E9	0.0
3.217547141E9	0.0
3.2177472715E9	0.0
3.218075865E9	0.0
3.2184014195E9	0.0
3.21861934E9	2.0744071954210956
3.218790037E9	0.7424573677306515
3.218927574E9	0.0
3.219178228E9	64.98189546599497
3.219695868E9	32.1489972490774
3.2201537955E9	3.1992166100580697
3.220316351E9	0.0
3.2205178835E9	0.0
3.2208124235E9	0.0
3.2210694465E9	3.0
3.221262018E9	15.696928723198765
3.221402796E9	2.996819787985866
3.221707994E9	6.029693371619563
3.2222369555E9	5.049263227325403
3.2228721145E9	6.2936778416267956
3.2233024115E9	0.0
3.224185272E9	1.1885816272536645
3.227369036E9	2.770625133182281
3.2298928435E9	0.0
3.2301042805E9	0.0
3.2302653395E9	44.17201367535084
3.2304298405E9	0.0
3.230578831E9	0.0
3.2308109625E9	35.6827121983254
3.2311861265E9	0.0
3.231488962E9	1.1410882455528426
3.231720614E9	0.0
3.231991785E9	3.5358016108492625
3.2321666995E9	3.0
3.232216515E9	0.0
3.2323221585E9	19.872119057026207
3.2325224045E9	0.0
3.232694619E9	0.0
3.2328560365E9	0.0
3.233001453E9	18.891696128309047
3.233110552E9	3.0
3.233195703E9	0.021208780674846626
3.233719122E9	0.010026095316577393
3.2344825705E9	2.578954796006464
3.234858778E9	0.0
3.2350518705E9	0.0
3.2352970795E9	0.9976498237367802
3.235487229E9	0.4735315443973775
3.23556284E9	0.0
