#Position (bp)	insert size
3.2365418755E9	2449.4444444444443
3.2369905015E9	4162.3184357541895
3.2374218665E9	1188.3944444444444
3.239490992E9	379.7725219239968
3.241990473E9	11071.115384615385
3.2436894095E9	2448.6646525679757
3.2449015995E9	399.7
3.245894665E9	2791.1304609822237
3.246991954E9	504.8019801980198
3.24716499E9	300.0
3.2472888625E9	0.0
3.24751439E9	896.4161339914233
3.247732711E9	405.0283213182286
3.2479482185E9	931.6666666666666
3.248209812E9	0.0
3.24843581E9	0.0
3.248742054E9	624.0
3.2489922825E9	0.0
3.249241512E9	533.8461538461538
3.2495832255E9	2984.3333333333335
3.249768684E9	0.0
3.2498970865E9	0.0
3.2500641525E9	0.0
3.250233321E9	0.0
3.2504641475E9	105625.5
3.2507314375E9	368.69322709163345
3.250931609E9	0.0
3.25110035E9	0.0
3.251272805E9	0.0
3.251406084E9	719.0
3.251536554E9	0.0
3.2517286605E9	0.0
3.251890496E9	0.0
3.252026404E9	0.0
3.252184881E9	0.0
3.252336209E9	481.6666666666667
3.2524929725E9	528.3988095238095
3.2526492185E9	302.2857142857143
3.252814558E9	10103.0
3.252978446E9	394.44444444444446
3.2531275405E9	7254.833333333333
3.25325064E9	346.10526315789474
3.2533951605E9	0.0
3.2535133475E9	0.0
3.2536423935E9	0.0
3.2537978295E9	0.0
3.253870882E9	0.0
3.253946123E9	0.0
3.254096418E9	519.0566037735849
3.254345392E9	12700.10396039604
3.2545957105E9	0.0
3.254776607E9	0.0
3.254944905E9	0.0
3.2550827185E9	0.0
3.2552740765E9	533.6616314199396
3.2555665205E9	0.0
3.255809726E9	325.84722222222223
3.256051128E9	0.0
3.256279016E9	247.0
3.256596293E9	11553.90909090909
3.256894877E9	364.75
3.2570348465E9	0.0
3.257231861E9	0.0
3.257389304E9	0.0
3.257504313E9	0.0
3.257685022E9	914.7777777777778
3.257881507E9	0.0
3.257999374E9	0.0
3.2581168145E9	384.0
3.2582318895E9	0.0
3.258321402E9	0.0
3.2585547095E9	0.0
3.258863297E9	0.0
3.2590463295E9	313.6
3.25912794E9	0.0
3.259291952E9	1346.8823529411766
3.2594320355E9	0.0
3.259672221E9	1596.75
3.2600461745E9	200.0
3.2603277075E9	442.5777460770328
3.2605482325E9	343.0966469428008
3.260742234E9	388.0851851851852
3.260933481E9	0.0
3.261038819E9	0.0
3.261157713E9	562.4768392370572
3.2614027625E9	389.6875
3.2617565025E9	368.5925925925926
3.261965113E9	0.0
3.2620482395E9	214.0
3.2621604085E9	348.0
3.262392697E9	8132.2
3.2627244025E9	361.0
3.263054774E9	882.0169491525423
3.264735664E9	11805.172413793103
3.2674858885E9	509.48997772828506
3.2689381125E9	7917.2
3.269171626E9	1410.7784810126582
3.269355991E9	469.72
3.2695604285E9	2492.0
3.26965773E9	298.0
3.26993266E9	513.6418575063614
3.270438985E9	14493.761029411764
3.2709049115E9	1308.6206896551723
3.271341747E9	0.0
3.271578546E9	399.875
3.271593411E9	0.0
3.2716165405E9	0.0
3.2716650485E9	0.0
3.2719007085E9	543.2492307692307
3.2721096115E9	0.0
3.2729032935E9	5623.56256
3.2739480185E9	5156.841463414634
3.2743123675E9	526.4855390008764
3.2744423285E9	0.0
3.274567552E9	0.0
3.275092502E9	1485.0
3.2756214355E9	541.5492537313432
3.275894228E9	0.0
3.27618417E9	0.0
3.276393725E9	0.0
3.2767256195E9	6739.0
3.277112807E9	426.05123339658445
3.2774711835E9	399.3666666666667
3.278164618E9	468.0294784580499
3.278892452E9	2072.7654941373535
3.279410368E9	5534.617810760667
3.279738184E9	0.0
3.2799490295E9	170012.5
3.2803376225E9	275.0
3.2808102315E9	985.5384615384615
3.281147748E9	332.6666666666667
3.2814049345E9	950.7837837837837
3.2816159575E9	0.0
3.282193494E9	424.22909698996654
3.2832442865E9	1080.2156862745098
3.283878427E9	377.80099502487565
3.284133872E9	0.0
3.2845392805E9	395.0
3.2848106465E9	0.0
3.2850194105E9	618.3828947368421
3.285443183E9	0.0
3.2858902635E9	540.4852071005918
3.2861802865E9	0.0
3.28630889E9	667.1484962406015
3.286466028E9	3258.5
3.2865893585E9	396.42105263157896
3.2868938375E9	1729.6233766233765
3.28734903E9	493.0
3.2877605135E9	541.945205479452
3.2880997695E9	0.0
3.2883004E9	629.625
3.288620315E9	59150.5
3.2888990915E9	0.0
3.2891327555E9	132.0
3.2894356555E9	462.48571428571427
3.289618521E9	2270.458149779736
3.290032112E9	1867.4
3.290495438E9	340.56028368794324
3.290779908E9	0.0
3.291357195E9	6671.421052631579
3.291795873E9	467.98925458370906
3.292007229E9	1723.6371681415928
3.292443998E9	380.74867690718986
3.292899688E9	728.5
3.293172412E9	1067.6073170731706
3.2933761555E9	754.0
3.2935874075E9	347.47953830010493
3.293753565E9	310.42857142857144
3.2939389925E9	357.9192708333333
3.294096681E9	730.06
3.2943081635E9	311.8636363636364
3.2945439495E9	0.0
3.294749721E9	308.75
3.295064449E9	1183.7963446475196
3.2954106905E9	415.1795918367347
3.2960894555E9	0.0
3.296694698E9	954.4345146379045
3.2968400715E9	0.0
3.297055838E9	418.5852918877938
3.2972554895E9	0.0
3.297360178E9	2056.5913978494623
3.297577521E9	0.0
3.2980344385E9	706.9931506849315
3.298777168E9	226.0
