#Position (bp)	insert size
8.735866135E8	0.0
8.73694888E8	360.95238095238096
8.74003757E8	0.0
8.784147695E8	0.0
8.866627955E8	0.0
8.949108215E8	11970.15718418515
9.031588475E8	2846.7701612903224
9.114068735E8	2737.9814378421493
9.196548995E8	2377.2786394145082
9.279029255E8	4310.327257898656
9.361509515E8	3452.4381468828974
9.443989775E8	3570.6067146918094
9.526470035E8	3591.9091483762845
9.608950295E8	3346.2207197875664
9.691430555E8	11294.261320599375
9.744875075E8	2838.635458167331
9.759320705E8	364.6666666666667
9.788356445E8	1449.3493552899733
9.856391075E8	5193.09028139656
9.938871335E8	5353.948160195162
1.0021351595E9	2748.0359581312373
1.0103831855E9	1584.533203780447
1.0186312115E9	3531.123287671233
1.0268792375E9	4110.4802972692705
1.0351272635E9	3759.382360474713
1.0433752895E9	3898.4195207424114
1.0516233155E9	3094.1191868758915
1.0598713415E9	5554.594519897587
1.065244947E9	2530.199101974467
1.067430919E9	55508.8
1.0703053395E9	4641.492396978245
1.0763673935E9	2146.759363596831
1.0846154195E9	2141.7736497763535
1.0928634455E9	2755.420440764438
1.1011114715E9	2562.7467013279
1.1093594975E9	1999.2614215172553
1.1176075235E9	2721.4331484188147
1.1258555495E9	2255.146475262345
1.1341035755E9	3624.0988881487933
1.1423516015E9	3391.561464667414
1.149050177E9	1627.0159789975892
1.151717535E9	1072.0
1.15195075E9	0.0
1.152147445E9	0.0
1.1534636805E9	4626.867208672087
1.1588476535E9	5010.723499853774
1.1670956795E9	7030.904043578462
1.1753437055E9	5218.538865708546
1.1835917315E9	4908.3530269876
1.1918397575E9	6636.674329501916
1.2000877835E9	3807.6221263151956
1.2083358095E9	7622.682111870039
1.2165838355E9	3605.5124887150164
1.2248318615E9	3684.0068983137458
1.23076644E9	7099.777020830604
1.234890453E9	1793.1408766303557
1.2413279135E9	2400.7471240043296
1.2495759395E9	2281.8805209020466
1.2578239655E9	2658.7930129240713
1.2660719915E9	3613.8495411121285
1.2743200175E9	3369.228652841078
1.2825680435E9	1785.1585391560584
1.288943339E9	2538.819371962282
1.291282149E9	1396.6666666666667
1.2913856925E9	0.0
1.2914655495E9	0.0
1.2915628205E9	0.0
1.2916163385E9	8366.0
1.2916575315E9	2599.27868852459
1.291766658E9	0.0
1.291875052E9	2373.0
1.291916283E9	0.0
1.293438612E9	3710.541889483066
1.2990640955E9	5429.5322562422325
1.3073121215E9	8035.645109780439
1.3155601475E9	3639.958207597867
1.3238081735E9	8249.364700275366
1.3320561995E9	4108.499065784352
1.3403042255E9	5275.352446147082
1.3485522515E9	4814.368294416799
1.3568002775E9	4595.580404288229
1.3650483035E9	4066.652614057653
1.3732963295E9	2495.879904265322
1.3815443555E9	66987.61113911206
1.3897923815E9	2911.970691961571
1.3980404075E9	8593.201332525741
1.4062884335E9	4730.2270883351275
1.4145364595E9	7716.922119161026
1.4227844855E9	7389.587577180854
1.4310325115E9	6010.408452967645
1.4392805375E9	30440.07178111588
1.4475285635E9	5095.04875772775
1.4557765895E9	4829.910141133621
1.4640246155E9	3852.5987843565886
1.4722726415E9	4394.780551767544
1.4805206675E9	3055.399211660097
1.4887686935E9	2718.932435681654
1.4970167195E9	2992.7982874191175
1.5052647455E9	7139.923259907702
1.5135127715E9	2862.5348598663422
1.5217607975E9	3702.8446093028924
1.5300077405E9	4251.551283596481
1.5341317535E9	0.0
1.5382568495E9	3325.858827812159
1.5465048755E9	6333.887917329093
1.5547529015E9	4649.068967120867
1.5630009275E9	6131.124889422469
1.5712489535E9	6509.012017045691
1.5794969795E9	2097.6522444641278
1.5877450055E9	2896.495199409158
1.595221928E9	2179.266936203586
1.599345941E9	0.0
1.6042410575E9	1127.5924604932802
1.6124890835E9	4718.031737635546
1.6207371095E9	18014.233317175633
1.6289851355E9	4972.641597796143
1.6372331615E9	3877.0196381130177
1.6433209975E9	3919.48812883515
1.6474450105E9	0.0
1.6537292135E9	5549.818181818182
1.6619772395E9	4083.5218795487626
1.6702252655E9	9562.328227571115
1.6784732915E9	3373.4415005391656
1.6867213175E9	3208.508649923573
1.6934743095E9	4183.350826185977
1.6961786655E9	444.05263157894734
1.696274814E9	0.0
1.6963854715E9	813.3319356931061
1.6965578825E9	1728.0666666666666
1.696661813E9	0.0
1.6967741785E9	0.0
1.6969170575E9	0.0
1.697018664E9	0.0
1.697105344E9	0.0
1.697223072E9	0.0
1.697380707E9	0.0
1.6982754815E9	231.0
1.7032173695E9	3607.7821714368106
1.7114653955E9	5216.85074340323
1.7197134215E9	1961.807855537988
1.7279614475E9	6394.879448621554
1.7362094735E9	2170.7556985538013
1.7444574995E9	3786.169416526114
1.7527055255E9	3637.3117458180122
1.7609535515E9	17993.533963585433
1.7692015775E9	3443.9497812440554
1.7774496035E9	25492.63475546306
1.7856976295E9	2243.724043715847
1.7939456555E9	8937.123190844834
1.8021936815E9	4614.544822592325
1.8104417075E9	3890.048771867821
1.8186897335E9	6895.776753981835
1.8269377595E9	3360.6039328351544
1.8351857855E9	5284.580246913581
1.8434338115E9	7649.919843481354
1.8516818375E9	3243.555946886892
1.8599298635E9	3494.7403405969603
1.8681778895E9	5282.188635553972
1.8764259155E9	3957.5878499871565
1.8846739415E9	2971.0121833494222
1.89227556E9	3379.644660773563
1.895830864E9	16744.8
1.8964772715E9	4140.2782073813705
1.9011699935E9	3333.232156170296
1.9094180195E9	5357.546254952519
1.9176660455E9	4762.393563526651
1.9259140715E9	5708.588096362778
1.9341620975E9	4011.924842259721
